pairID,gold_label,Sentence1,Sentence2,Explanation_1,Sentence1_marked_1,Sentence2_marked_1,Sentence1_Highlighted_1,Sentence2_Highlighted_1,Explanation_2,Sentence1_marked_2,Sentence2_marked_2,Sentence1_Highlighted_2,Sentence2_Highlighted_2,Explanation_3,Sentence1_marked_3,Sentence2_marked_3,Sentence1_Highlighted_3,Sentence2_Highlighted_3
52581560.jpg#1r1c,contradiction,"The group is working with microscopes and wearing clean white scrubs, hairnets and face masks.",The group of delinquents are spray painting the side of a building.,The group cannot be working with microscopes and painting at the same time.," The group is *working* with *microscopes* and *wearing* clean white *scrubs,* hairnets and face masks.",The group of *delinquents* are spray *painting* the side of a building.,"3,5,7,10","3,6",SPRAY PAINTINGS CANNOT BE EXAMINED THROUGH A MICROSCOPE," The group is working with *microscopes* and wearing clean white scrubs, hairnets and face masks.",The group of delinquents are *spray* *painting* the side of a building.,5,"6,5",The group can not simultaneously be spray painting a building and working with microscopes.," The group is *working* *with* *microscopes* and wearing clean white scrubs, hairnets and face masks.",The group of delinquents are *spray* *painting* the side of *a* *building.*,"3,4,5","5,6,10,11"
52581560.jpg#1r1e,entailment,"The group is working with microscopes and wearing clean white scrubs, hairnets and face masks.",Some people are looking at something through microscopes.,People wearing white scrubs are technicians working with microscopes.," The *group* is working with *microscopes* and wearing clean *white* *scrubs,* *hairnets* and *face* *masks.*", Some *people* are looking at something through *microscopes.*,"1,5,9,10,11,13,14","1,7","""Some people"" is the ""group""  working with ""microscopes"" by ""looking at something."""," The *group* is *working* *with* *microscopes* and wearing clean white scrubs, hairnets and face masks.", Some people are looking at something through microscopes.,"1,3,5,4",{},They are looking at something through microscopes implies they are working with microscopes.," The group is *working* *with* *microscopes* and wearing clean white scrubs, hairnets and face masks.", Some people are *looking* *at* *something* *through* *microscopes.*,"3,4,5","3,4,5,6,7"
322103537.jpg#2r1c,contradiction,A girl in a red polka dot bikini is jumping off a sand dune.,A girl in a bikini is buried in the sand.,Answer :While buried in stand the girl cannot be jumping off,A girl in a red polka dot bikini is *jumping* *off* a sand dune.,A girl in a bikini is *buried* in the sand.,"9,10",6,The girl cannot be jumping off a sand dune if she is buried in the sand.,A girl in a red polka dot bikini is *jumping* off a sand dune.,A girl in a bikini is *buried* in the sand.,9,6,A girl can not be buried in the sand and also jumping off a sand dune.,A girl in a red polka dot bikini is *jumping* *off* *a* *sand* *dune.*,A girl in a bikini is *buried* *in* *the* *sand.*,"9,10,11,12,13","6,7,8,9"
322103537.jpg#2r1e,entailment,A girl in a red polka dot bikini is jumping off a sand dune.,A girl in a bikini jumps.,Jumps is a rephrasing of jumping., A girl in a red polka dot bikini is *jumping* off a sand dune., A girl in a bikini *jumps.*,9,5,A simpler restatement of a girl in a bikini jumping., A *girl* in a red polka dot *bikini* is *jumping* off a sand dune., A *girl* in a *bikini* *jumps.*,"1,7,9","1,4,5",A girl in red polka dot bikini is jumping off a sand dune., A *girl* in *a* *red* *polka* *dot* *bikini* is *jumping* off a sand dune., A *girl* in a *bikini* *jumps.*,"7,9,1,3,4,5,6","4,5,1"
322103537.jpg#2r1n,contradiction,A girl in a red polka dot bikini is jumping off a sand dune.,A girl in a bikini jumps off a dune into a pirate ship.,There would be no pirate ship in the same place as a sand dune,A girl in a red polka dot bikini is jumping off a *sand* *dune.*,A girl in a bikini jumps off a dune into a *pirate* *ship.*,"12,13","11,12","A girl in a bikini is either jumping into sand, or jumping into a pirate ship.",A *girl* in a red polka dot *bikini* is *jumping* *off* a sand *dune.*,A *girl* in a *bikini* *jumps* *off* a *dune* into a *pirate* *ship.*,"1,7,9,10,13","1,4,5,6,8,11,12","Pirate ships are found in the water, not by a sand dune.",A girl in a red polka dot bikini is jumping off a *sand* *dune.*,A girl in a bikini jumps off a dune into a *pirate* *ship.*,"13,12","11,12"
4302245124.jpg#0r1e,neutral,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.",The young dancers are performing in front of people.,There is no mention of other dancers.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The young *dancers* are performing in front of people.,{},2,Not all people are female.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The young dancers are performing in front of *people.*,{},8,The 4 female observers are not necessarily young dancers.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The *young* *dancers* are performing in front of people.,{},"1,2"
4302245124.jpg#0r1c,contradiction,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.",The young dancers are performing in front of an empty crowd.,One young dancer cannot be multiple young dancers and cannot perform in front of 4 observers if there is an empty crowd.," Beautiful *young* *dancer* performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while *4* female *observers* look on.",The *young* *dancers* are performing in front of an *empty* *crowd.*,"17,19,1,2","1,2,9,10",If there are performing in front of an empty crowd then there are no observers.," Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female *observers* look on.",The young dancers are performing in front of an *empty* *crowd.*,19,"9,10",The subject cannot be referred to as a dancer and dancers simultaneously.," Beautiful young *dancer* performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.",The young *dancers* are performing in front of an empty crowd.,2,2
4302245124.jpg#0r1n,neutral,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.",The young dancers performing are indian.,Not all beautiful young dancers are indian.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The young dancers performing are *indian.*,{},5,Not all dancers are indian.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The young dancers performing are *indian.*,{},5,Just because dancing does not necessarily mean they are indian.,"Beautiful young dancer performing dressed in white and silver performs an acrobatic, ballet, hula-hoop, dance routine while 4 female observers look on.", The young dancers performing are *indian.*,{},5
3842412009.jpg#0r1n,neutral,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.",There is a group watching a street performance.,A man dancing is not assumed to be a street performance.,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.", There is a group watching a *street* *performance.*,{},"6,7",Just because people clap while a man dances does not mean they are watching a street performance.,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.", There is a group *watching* *a* *street* *performance.*,{},"4,5,6,7",Just because the man dances does not necessarily mean it is for a street performance.,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.", There is a group watching a *street* *performance.*,{},"6,7"
3842412009.jpg#0r1e,entailment,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.",There are people clapping.,There are people clapping which can be nine women as they clap.," *Nine* *women* in blue and purple dresses and one man wearing a purple shirt and black pants, *clap* while a man dressed in black dances.", There are *people* *clapping.*,"0,1,17","2,3","The nine women and one man who clap, can also be referred to collectively as people clapping."," *Nine* *women* in blue and purple dresses and *one* *man* wearing a purple shirt and black pants, *clap* while a man dressed in black dances.", There are *people* *clapping.*,"0,1,8,9,17","2,3",The women and the man are people who are clapping.," Nine *women* in blue and purple dresses and one *man* wearing a purple shirt and black pants, *clap* while a man dressed in black dances.", There are *people* *clapping.*,"1,17,9","2,3"
3842412009.jpg#0r1c,contradiction,"Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, clap while a man dressed in black dances.",People are protesting against the sexual dancing of gothic man.,"If people are protesting, they wouldn’t be clapping."," Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, *clap* while a man dressed in black dances.",People are *protesting* against the sexual dancing of gothic man.,17,2,Protesting against dancing is the opposite of people who clap for dances.," Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, *clap* while a man dressed in black *dances.*",People are *protesting* *against* the sexual *dancing* of gothic man.,"17,24","2,3,6","If you were protesting, you would not be clapping."," Nine women in blue and purple dresses and one man wearing a purple shirt and black pants, *clap* while a man dressed in black dances.",People are *protesting* against the sexual dancing of gothic man.,17,2
2818735880.jpg#4r1e,entailment,brown dogs are running down a trail,Brown dogs are outside.,Brown dogs are running down a trail are definitely outside., *brown* *dogs* are *running* *down* *a* *trail*, *Brown* *dogs* are *outside.*,"0,1,3,4,5,6","0,1,3",Trails are only found outside., brown dogs are running down a *trail*, Brown dogs are *outside.*,6,3,dogs are running down a trail so it is outside., brown dogs are *running* *down* *a* *trail*, Brown dogs are *outside.*,"3,6,5,4",3
2818735880.jpg#4r1n,neutral,brown dogs are running down a trail,Brown dogs are running on a trail in the woods.,Running down a trail does not mean the trail is in the woods.,brown dogs are running down a trail, Brown dogs are running on a trail *in* *the* *woods.*,{},"7,8,9",Just because dogs are running down a trail does not mean they are in the woods.,brown dogs are running down a trail, Brown dogs are running on a trail *in* *the* *woods.*,{},"7,8,9",Running down a trail does not mean it is in the woods.,brown dogs are running down a trail, Brown dogs are running on a trail *in* *the* *woods.*,{},"7,8,9"
2818735880.jpg#4r1c,contradiction,brown dogs are running down a trail,Brown dogs are laying on a trail.,The dogs cannot be running and laying simultaneously,brown dogs are *running* down a trail,Brown dogs are *laying* on a trail.,3,3,Dogs can't be running and laying simultaneously,brown dogs are *running* down a trail,Brown dogs are *laying* on a trail.,3,3,Brown dogs laying down cannot be running the same time.,brown dogs are *running* down a trail,Brown dogs are *laying* on a trail.,3,3
3475092236.jpg#1r1n,neutral,A group of people clap and take pictures of an unseen subject.,A group is clapping for a presidential nominee.,"Just because a group of people are clapping and taking pictures, does not mean it's for the presidential nominee.",A group of people clap and take pictures of an unseen subject., A group is *clapping* for a *presidential* *nominee.*,{},"3,6,7",Just because people clap does not mean it is for a presidential nominee.,A group of people clap and take pictures of an unseen subject., A group is clapping for a *presidential* *nominee.*,{},"6,7",The unseen subject is not necessarily a presidential nominee.,A group of people clap and take pictures of an unseen subject., A group is clapping for a *presidential* *nominee.*,{},"6,7"
3475092236.jpg#1r1e,entailment,A group of people clap and take pictures of an unseen subject.,A group is clapping.,A group of people are clapping., A *group* of people *clap* and take pictures of an unseen subject., A *group* is *clapping.*,"1,4","1,3","""A group is clapping"". is elaborated as ""clap and take pictures of an unseen subject""", *A* *group* *of* *people* *clap* and *take* *pictures* of an unseen subject., *A* *group* *is* *clapping.*,"1,3,4,2,0,7,6","1,3,2,0",A group refers to a group of people., *A* *group* *of* *people* clap and take pictures of an unseen subject., *A* *group* is clapping.,"0,1,3,2","1,0"
3475092236.jpg#1r1c,contradiction,A group of people clap and take pictures of an unseen subject.,A group is booing and throwing tomatoes at an unseen object.,They can be either clapping or booing at an unseen object. They can be either taking pictures or throwing tomatoes.,A group of people *clap* and *take* *pictures* of an unseen subject.,A group is *booing* and *throwing* *tomatoes* at an unseen object.,"4,6,7","3,5,6",The people cannot be booing and throwing tomatoes if they clap.,A group of people *clap* and take pictures of an unseen subject.,A group is *booing* *and* *throwing* *tomatoes* at an unseen object.,4,"3,4,5,6",People don't clap and boo at the same time.,A group of people *clap* and take pictures of an unseen subject.,A group is *booing* and throwing tomatoes at an unseen object.,4,3
2796525620.jpg#4r1c,contradiction,toddlers playing with toys.,The toddler is alone and asleep in his bed.,A toddler is one kid and is asleep  and toddlers are more than one and playing with toys.,*toddlers* *playing* with *toys.*,The *toddler* *is* alone and *asleep* in his bed.,"0,1,3","1,2,5",There cannot be a toddler alone and asleep and toddlers playing.,*toddlers* *playing* with toys.,The toddler is *alone* and *asleep* in his bed.,"1,0","3,5",Toddlers means there is more than one toddler. You can't play toys while sleeping in your bed alone.,*toddlers* playing with *toys.*,The *toddler* is *alone* and *asleep* in his bed.,"0,3","1,3,5"
2796525620.jpg#4r1n,neutral,toddlers playing with toys.,The toddler is wearing a diaper.,just because the toddler is playing with toys doesn't mean he is wearing a diaper.,toddlers playing with toys., The toddler is *wearing* a *diaper.*,{},"3,5",Just because toddlers are playing does not mean they are wearing a diaper.,toddlers playing with toys., The toddler is *wearing* *a* *diaper.*,{},"3,4,5",Toddler is not necessarily wearing a diaper because they are playing with toys.,toddlers playing with toys., The toddler is *wearing* *a* *diaper.*,{},"3,5,4"
2796525620.jpg#4r1e,neutral,toddlers playing with toys.,There is at least two children.,"There's really nothing that can't be inferred here because toddlers would be more than one, so at least two. Toddlers also implies they're children so I think this one may be invalid.",toddlers playing with toys., There is *at* *least* *two* children.,{},"2,3,4",Just because toddlers are playing does not mean there are at least two children.,toddlers playing with toys., There is at *least* *two* *children.*,{},"3,4,5",There could be more than two children.,toddlers playing with toys., There is at least *two* *children.*,{},"4,5"
3429641260.jpg#3r1e,entailment,A little kid is jumping off a brick balcony.,A small child is on a balcony and hops off it.,The child is small because the child is a little kid., A *little* *kid* is jumping off a brick balcony., A *small* *child* is on a balcony and hops off it.,"1,2","1,2","Small is the same as little, and a kid is a child.", A *little* *kid* is jumping off a brick balcony., A *small* *child* is on a balcony and hops off it.,"1,2","1,2",A little kid and small child are synonymous as part of the total description of jumping off a brick balcony which means the kid or child must be on balcony and jumping and hopping off are synonymous., A *little* *kid* is jumping off a brick balcony., A *small* *child* is on a balcony and *hops* *off* it.,"1,2","1,2,8,9"
3429641260.jpg#3r1c,contradiction,A little kid is jumping off a brick balcony.,A child is sleeping in bed.,One cannot be jumping and sleeping simultaneously.,A little kid is *jumping* off a brick balcony.,A child is *sleeping* in bed.,4,3,It is not possible to be sleeping in bed and jumping off a brick balcony at the same time.,A little kid is *jumping* *off* *a* *brick* *balcony.*,A child is *sleeping* *in* *bed.*,"4,5,6,7,8","3,4,5",The kid cannot be jumping and sleeping at the same time.,A little kid is *jumping* off a brick balcony.,A child is *sleeping* in bed.,4,3
3429641260.jpg#3r1n,neutral,A little kid is jumping off a brick balcony.,A little boy is jumping around and falls off a balcony.,"The first sentence doesn't imply that the kid falls off the balcony, only that he is jumping. The first sentence also doesn't imply his gender.",A little kid is jumping off a brick balcony., A little *boy* is jumping around and *falls* off a balcony.,{},"7,2",Not all kids are a boy. Just because a kid jumps of a balcony does not mean he falls off a balcony.,A little kid is jumping off a brick balcony., A little *boy* is jumping around and *falls* *off* *a* *balcony.*,{},"2,7,8,9,10",Jumping does not mean falls off.,A little kid is jumping off a brick balcony., A little boy is jumping around and *falls* *off* a balcony.,{},"7,8"
4752074992.jpg#1r1n,neutral,"A young women carrying some wooden cases, walking down the street and passing a street performer.",A tall person carrying cases,I can not infer that the young women carrying some wooden cases is tall.,"A young women carrying some wooden cases, walking down the street and passing a street performer.", A *tall* *person* carrying cases,{},"1,2",Not all women are tall.,"A young women carrying some wooden cases, walking down the street and passing a street performer.", A *tall* *person* carrying cases,{},"1,2",A young woman doesn't have to be tall.,"A young women carrying some wooden cases, walking down the street and passing a street performer.", A *tall* person carrying cases,{},1
4752074992.jpg#1r1e,entailment,"A young women carrying some wooden cases, walking down the street and passing a street performer.",A person carrying cases,"Young women is a person, and wooden cases are a type of cases."," A *young* *women* carrying some *wooden* *cases,* walking down the street and passing a street performer.", A *person* carrying *cases*,"1,2,5,6","1,3",A young woman can be walking while carrying something," A young women carrying some wooden cases, *walking* down the street and passing a street performer.", A person *carrying* cases,7,2,A woman is carrying cases and a woman is a person therefore a person is carrying cases.," A young *women* *carrying* some wooden *cases,* walking down the street and passing a street performer.", A *person* *carrying* *cases*,"2,3,6","1,2,3"
4752074992.jpg#1r1c,contradiction,"A young women carrying some wooden cases, walking down the street and passing a street performer.",Nobody is carrying cases,Someone is either carrying the cases or not carrying the cases.," A young *women* *carrying* *some* *wooden* *cases,* walking down the street and passing a street performer.",*Nobody* *is* *carrying* *cases*,"3,2,5,6,4","0,1,2,3",There can't be nobody carrying cases as a woman is carrying some cases.," A young *women* *carrying* some wooden cases, walking down the street and passing a street performer.",*Nobody* is *carrying* cases,"2,3","0,2",Either a woman or nobody is carrying cases.," A young *women* *carrying* some *wooden* *cases,* walking down the street and passing a street performer.",*Nobody* *is* *carrying* *cases*,"2,3,5,6","0,1,2,3"
4979030668.jpg#0r1e,entailment,A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head.,A person in a uniform,A woman is a person and a woman is wearing a martial arts uniform., A *woman* wearing a martial arts uniform holds her sneakered foot with both hands over her head., A *person* in a uniform,1,1,"Woman is person, and martial arts uniform is a type of uniform.", A *woman* wearing a *martial* *arts* *uniform* holds her sneakered foot with both hands over her head., A *person* in a *uniform*,"1,4,5,6","1,4",A woman is a person and a martial arts uniform is a uniform., A *woman* wearing a *martial* *arts* *uniform* holds her sneakered foot with both hands over her head., A *person* in a *uniform*,"1,4,5,6","1,4"
4979030668.jpg#0r1c,contradiction,A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head.,Nobody has a uniform.,This is a total contradiction as a martial arts uniform is a uniform.,A woman wearing a *martial* *arts* *uniform* holds her sneakered foot with both hands over her head.,Nobody has a *uniform.*,"4,5,6",3,"If nobody has a uniform, this would include the woman and so she cannot be wearing a martial arts uniform.",A woman *wearing* *a* *martial* *arts* *uniform* holds her sneakered foot with both hands over her head.,*Nobody* *has* *a* *uniform.*,"3,4,5,6,2","0,1,2,3","If the woman is wearing a martial arts uniform, it is not possible to say that nobody has a uniform.",A woman *wearing* *a* *martial* *arts* *uniform* holds her sneakered foot with both hands over her head.,*Nobody* *has* *a* *uniform.*,"2,3,4,5,6","0,1,3,2"
4979030668.jpg#0r1n,neutral,A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head.,A short person in a uniform,woman doesn't mean short person,A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head., A *short* *person* in a uniform,{},"1,2",Not all women are short.,A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head., A *short* *person* in a uniform,{},"1,2","A woman wearing martial arts uniform, doesn't have to be short.",A woman wearing a martial arts uniform holds her sneakered foot with both hands over her head., A *short* person in a uniform,{},1
3476709230.jpg#3r1e,entailment,A group of kids are playing on a tire swing.,Some kids are playing on a swing.,"Group of kids are some kids, and tire swing is a type of swing.", A *group* *of* *kids* are playing on a *tire* *swing.*, *Some* *kids* are playing on a *swing.*,"3,1,2,8,9","0,1,6","""Some kids"" is a rephrasing of ""group of kids."" Plus, a tire swing is a type of swing.", A *group* *of* *kids* are playing on a *tire* *swing.*, *Some* *kids* are playing on a *swing.*,"1,2,3,8,9","0,1,6",The swing the children are playing on is made from a tire., A group of *kids* are *playing* on a tire *swing.*, Some *kids* are playing on a swing.,"3,5,9",1
3476709230.jpg#3r1c,contradiction,A group of kids are playing on a tire swing.,A group of dogs are chasing a duck.,Kids and dogs are different mammals.  A tire swing and a duck are not the same thing.,A group of *kids* are playing on a *tire* *swing.*,A group of *dogs* are chasing a *duck.*,"3,8,9","3,7",Kids cannot transform into dogs.,A group of *kids* are playing on a tire swing.,A group of *dogs* are chasing a duck.,3,3,"Kids are humans, not dogs.  Playing with a tire swing is not chasing a duck.",A group of *kids* are *playing* on a tire swing.,A group of *dogs* are *chasing* a duck.,"3,5","3,5"
3476709230.jpg#3r1n,neutral,A group of kids are playing on a tire swing.,Some kids are playing on a swing at a park.,You can not infer they are at the park.,A group of kids are playing on a tire swing., Some kids are playing on a swing at a *park.*,{},9,Not all tire swings are located in a park.,A group of kids are playing on a tire swing., Some kids are playing on a swing at a *park.*,{},9,A swing doesn't always have to be in the park.,A group of kids are playing on a tire swing., Some kids are playing on a swing at a *park.*,{},9
246231741.jpg#3r1n,neutral,Two German sheperds snarling at each other.,Two animals are being held back by leashes.,The animals in question are not necessarily being held back by leashes just because they are snarling at each other.,Two German sheperds snarling at each other., Two animals are *being* *held* *back* by *leashes.*,{},"4,5,7,3",Just because two animals are snarling does not mean they will always be held back by leashes.,Two German sheperds snarling at each other., Two animals are being *held* *back* by *leashes.*,{},"7,4,5",Two Serman shepherds don't have to be held back by leashes.,Two German sheperds snarling at each other., Two animals are *being* held back by *leashes.*,{},"7,3"
246231741.jpg#3r1e,entailment,Two German sheperds snarling at each other.,Two animals are threatening each other.,German shepherds are animals., Two *German* *sheperds* snarling at each other., Two *animals* are threatening each other.,"1,2",1,"Two German sheperds are two animals, and snarling is a form of threatening.", *Two* *German* *sheperds* *snarling* at each other., *Two* *animals* are *threatening* each other.,"0,1,2,3","1,0,3",Two German shepherds are two animals and of them snarling at each other means threatening each other., *Two* *German* *sheperds* *snarling* at each other., *Two* *animals* are *threatening* each other.,"1,2,0,3","0,1,3"
246231741.jpg#3r1c,neutral,Two German sheperds snarling at each other.,Two puppies are play fighting.,All German shepherds are not puppies.,Two German sheperds snarling at each other., Two *puppies* are play fighting.,{},1,"German sheperds can be full-grown adults or puppies. Also, it cannot be inferred that snarling mean they are only play fighting.",Two German sheperds snarling at each other., Two *puppies* are *play* *fighting.*,{},"1,3,4",Two German shepherds don't have to be puppies.,Two German sheperds snarling at each other., Two *puppies* are play fighting.,{},1
7173663269.jpg#2r1n,neutral,"Three men playing cricket wearing all white, with one man wearing a blue helmet.",Two teams battle it out in cricket.,"They may be individual players, not two teams.","Three men playing cricket wearing all white, with one man wearing a blue helmet.", *Two* *teams* battle it out in cricket.,{},"1,0",Just because the men are wearing different color outfits does not mean they are on different teams.,"Three men playing cricket wearing all white, with one man wearing a blue helmet.", Two *teams* *battle* it out in *cricket.*,{},"1,6,2",One man wearing a blue helmet and three men playing cricket in with don't have to be in opposite teams.,"Three men playing cricket wearing all white, with one man wearing a blue helmet.", Two *teams* battle it out in cricket.,{},1
7173663269.jpg#2r1e,entailment,"Three men playing cricket wearing all white, with one man wearing a blue helmet.",Four men are playing cricket.,Three of four men are wearing white while playing cricket.," *Three* *men* playing *cricket* *wearing* all *white,* with one man wearing a blue helmet.", *Four* *men* are *playing* cricket.,"1,0,3,6,4","1,0,3","If there are three men playing cricket and another man wearing a blue helmet, there could be four men."," *Three* *men* playing *cricket* wearing all white, with *one* *man* wearing a blue helmet.", *Four* *men* are playing *cricket.*,"9,8,1,0,3","4,1,0",Three plus four equals eight.," *Three* men playing cricket wearing all white, *with* one man wearing a blue helmet.", *Four* men are playing cricket.,"0,7",0
7173663269.jpg#2r1c,contradiction,"Three men playing cricket wearing all white, with one man wearing a blue helmet.",Four men are walking to the store in New Jersey.,Three men playing aren't four men walking," *Three* *men* *playing* *cricket* wearing all white, with one man wearing a blue helmet.",*Four* *men* are *walking* *to* *the* *store* in New Jersey.,"2,0,1,3","0,1,5,6,4,3",You would not be walking to a store if you were playing a game of cricket.," Three men *playing* *cricket* wearing all white, with one man wearing a blue helmet.",Four men are *walking* *to* the *store* in New Jersey.,"2,3","6,3,4",The four men are likely not playing cricket on their way to the store.," Three men *playing* *cricket* wearing all white, with one man wearing a blue helmet.",Four men are *walking* *to* *the* *store* in New Jersey.,"3,2","3,4,5,6"
5955060048.jpg#0r1e,entailment,A man is throwing water on a woman in front of a brick building while two men and another woman watch.,The man is throwing water on a woman.,A man is throwing water is rephrased as the man is throwing water., *A* *man* *is* *throwing* *water* on a woman in front of a brick building while two men and another woman watch., *The* *man* *is* *throwing* *water* on a woman.,"0,1,3,2,4","0,3,1,2,4",The man is throwing water on a woman because he is throwing water on a woman in front of a building., A *man* is *throwing* *water* on a *woman* *in* *front* of a brick *building* while two men and another woman watch., The *man* is *throwing* *water* on a *woman.*,"8,9,13,3,4,1,7","3,4,7,1",the man is throwing water on a woman in both sentences, A *man* *is* *throwing* *water* on a *woman* in front of a brick building while two men and another woman watch., The *man* *is* *throwing* *water* on a *woman.*,"1,2,3,4,7","4,3,1,2,7"
5955060048.jpg#0r1n,neutral,A man is throwing water on a woman in front of a brick building while two men and another woman watch.,The woman screams as the water hits her.,watch doesn't imply screams,A man is throwing water on a woman in front of a brick building while two men and another woman watch., The woman *screams* as the water hits her.,{},2,"There are many reactions the woman can have when hit by water, not just screaming. Also, there are two women in the scenario, so it is not clear which one is screaming.",A man is throwing water on a woman in front of a brick building while two men and another woman watch., The *woman* *screams* as the *water* *hits* *her.*,{},"1,2,5,6,7",A woman doesn't have to be on screams while throwing water.,A man is throwing water on a woman in front of a brick building while two men and another woman watch., The woman *screams* as the water hits her.,{},2
5955060048.jpg#0r1c,contradiction,A man is throwing water on a woman in front of a brick building while two men and another woman watch.,Two men and another woman sing a song.,Two men are less than a man.,*A* *man* is throwing water on a woman in front of a brick building while two men and another woman watch.,*Two* *men* and another woman sing a song.,"1,0","0,1",You can not watch and sing a song.,A man is throwing water on a woman in front of a brick building while two men and another woman *watch.*,Two men and another woman *sing* *a* *song.*,20,"5,6,7",The subject is either two men and another woman or just a man.,*A* *man* is throwing water on a woman in front of a brick building while two men and another woman watch.,*Two* *men* *and* *another* *woman* sing a song.,"1,0","0,1,2,3,4"
5142968059.jpg#4r1n,neutral,A guitarist performs on stage.,The stage is high.,No way to know that stage is high.,A guitarist performs on stage., The stage is *high.*,{},3,Not all stage is high.,A guitarist performs on stage., The *stage* is *high.*,{},"3,1",A stage doesn't have to be high.,A guitarist performs on stage., The stage is *high.*,{},3
5142968059.jpg#4r1c,contradiction,A guitarist performs on stage.,The drummer performs.,The person cannot be both the guitarist and the drummer at the same time.,A *guitarist* performs on stage.,The *drummer* performs.,1,1,The first sentence is about a guitarist and the second sentence is about a drummer.,A *guitarist* performs on stage.,The *drummer* performs.,1,1,"The first sentence is about the guitarist. The second sentence is about the drummer. A guitarist plays the guitar, and a drummer plays the drums.",A *guitarist* performs on stage.,The *drummer* performs.,1,1
5142968059.jpg#4r1e,entailment,A guitarist performs on stage.,A guitarist performs.,Performs on stage is a way to performs., A guitarist *performs* *on* *stage.*, A guitarist *performs.*,"2,3,4",2,performs on stage is inferred as performs., A guitarist *performs* *on* *stage.*, A guitarist *performs.*,"2,3,4",2,A guitarist performs on the stage., A guitarist performs on *stage.*, A guitarist *performs.*,4,2
4249864955.jpg#4r1e,neutral,A child wearing a red shirt playing.,A child wearing a red shirt playing outside.,A child can play inside or outside,A child wearing a red shirt playing., A child wearing a red shirt playing *outside.*,{},7,"A child can play both inside and outside, not just outside.",A child wearing a red shirt playing., A child wearing a red shirt playing *outside.*,{},7,A child playing doesn't have to playing outside.,A child wearing a red shirt playing., A child wearing a red shirt playing *outside.*,{},7
4249864955.jpg#4r1c,contradiction,A child wearing a red shirt playing.,A child wearing a yellow shirt sleeping.,Someone in a red shirt playing cannot be in a yellow shirt sleeping.,A child wearing a *red* *shirt* *playing.*,A child wearing a *yellow* *shirt* *sleeping.*,"4,5,6","4,5,6",Red and yellow are two different colors.  Playing and sleeping are two different activities,A child wearing a *red* shirt *playing.*,A child wearing a *yellow* shirt *sleeping.*,"4,6","4,6","If a child is wearing a red shirt, the child cannot be wearing a yellow shirt. A sleeping child cannot be playing.",A child wearing a *red* *shirt* *playing.*,A child wearing a *yellow* *shirt* *sleeping.*,"4,6,5","4,6,5"
4249864955.jpg#4r1n,neutral,A child wearing a red shirt playing.,A child wearing a red shirt playing a game inside.,Just because a child us wearing a red shirt does not mean they are playing a game inside.,A child wearing a red shirt playing., A child wearing a red shirt playing *a* *game* *inside.*,{},"7,8,9","A child can play a game both inside and outside, not just inside.",A child wearing a red shirt playing., A child wearing a red shirt playing a *game* *inside.*,{},"8,9","A child playing a game, shouldn't be inside.",A child wearing a red shirt playing., A child wearing a red shirt playing a game *inside.*,{},9
